Area,Latitude,Longitude,Northeast Bound,Southwest Bound,county_radius
"Grady, Georgia",30.877384393717588,-84.22803297175284,"(31.078949, -84.0728839)","(30.6758039, -84.3807049)",26815.21791144856
"Greene, Georgia",33.55879170342996,-83.18013539786803,"(33.761774, -82.950723)","(33.3550299, -83.406196)",30978.104520205477
"Habersham, Georgia",34.62978819951843,-83.51120363694882,"(34.827736, -83.33817289999999)","(34.4317001, -83.681696)",27080.691649433546
"Hancock, Georgia",33.26015787402035,-83.0126757880348,"(33.469178, -82.7461819)","(33.049864, -83.27521999999999)",33949.361580538614
"Hart, Georgia",34.35196774151162,-82.94583425766517,"(34.493761, -82.77409399999999)","(34.2097051, -83.1158471)",22285.3963148403
"Irwin, Georgia",31.621540410701115,-83.25092752159017,"(31.7696591, -82.9983599)","(31.471857, -83.500952)",29035.660712486704
"Jackson, Georgia",33.287677013936545,-83.97307158218129,"(33.31148900000001, -83.935486)","(33.2638331, -84.0105969)",4385.067020549985
"Jeff Davis, Georgia",31.821920347600955,-82.6358851662145,"(31.97168899999999, -82.430452)","(31.6712808, -82.839122)",25562.965462141037
"Jefferson, Georgia",34.13977338337996,-83.6089346887734,"(34.196869, -83.544173)","(34.082614, -83.67343199999999)",8704.380234030075
"Laurens, Georgia",32.43210728498471,-82.9329619020398,"(32.71576, -82.63312599999999)","(32.1472738, -83.22653609999999)",42215.71304982658
"Lumpkin, Georgia",32.04400797973036,-84.79620667264892,"(32.0590689, -84.7689779)","(32.028928, -84.823409)",3066.220502811557
"Macon, Georgia",32.83281608573915,-83.64439149206059,"(32.8997851, -83.54859789999999)","(32.765651, -83.7397409)",11642.3394221958
"Miller, Georgia",31.16426664761756,-84.7303409699902,"(31.2595051, -84.53710099999999)","(31.06800999999999, -84.922423)",21227.03663547015
"Mitchell, Georgia",33.219806732482176,-82.70308030304854,"(33.22980210000001, -82.691143)","(33.209809, -82.715009)",1570.7079160148476
"Pierce, Georgia",31.366839301497638,-82.2060490965065,"(31.530699, -81.99211389999999)","(31.202082, -82.417435)",27269.317840087213
"Polk, Georgia",34.00072782807656,-85.17303010384632,"(34.1006679, -84.9227421)","(33.899212, -85.421852)",25630.457004165168
"Putnam, Georgia",33.32584745231946,-83.34577714978083,"(33.483449, -83.1434281)","(33.167491, -83.5458759)",25687.82088146547
"Quitman, Georgia",30.788952997269334,-83.55506258282482,"(30.818738, -83.527496)","(30.7591599, -83.58256589999999)",4226.552390902214
"Rabun, Georgia",34.85924292361076,-83.38125300867303,"(35.0006589, -83.0982439)","(34.716007, -83.661672)",30244.58123585727
"Randolph, Georgia",31.7757492017982,-84.74836214227368,"(31.93184, -84.535096)","(31.618643, -84.95932390000002)",26588.803991751833
"Schley, Georgia",32.29337442411539,-84.306566935519,"(32.428095, -84.181657)","(32.158493, -84.4302149)",19010.807843607545
"Screven, Georgia",31.483968709222854,-82.01716620392651,"(31.496031, -82.0030939)","(31.4719031, -82.0312259)",1891.1469051889517
"Seminole, Georgia",30.893600027936305,-84.880775327115,"(31.075564, -84.7308549)","(30.7114941, -85.0285731)",24740.052068252488
"Stephens, Georgia",34.5744941809671,-83.28229143714806,"(34.6871871, -83.10345099999999)","(34.461135, -83.4597699)",20620.701137782
"Sumter, Georgia",32.05202544392855,-84.1830706115709,"(32.229703, -83.919119)","(31.872755, -84.443809)",31754.81580321635
"Talbot, Georgia",32.7015015326588,-84.49631008285826,"(32.883595, -84.2865159)","(32.5186389, -84.703377)",28177.974372821693
"Taliaferro, Georgia",33.58592479533195,-82.84789941853607,"(33.733333, -82.679975)","(33.438099, -83.01403789999999)",22581.18338744996
"Tattnall, Georgia",32.05086769362104,-82.00083055896444,"(32.3188589, -81.761735)","(31.782607, -82.23503400000001)",37303.058956268105
"Taylor, Georgia",32.561235355389115,-84.2291204929547,"(32.7494639, -84.001971)","(32.372053, -84.45323200000001)",29830.329466534495
"Thomas, Georgia",30.8683614706178,-83.92924881423207,"(31.077937, -83.736158)","(30.658396, -84.1192449)",29667.24098071783
"Tift, Georgia",31.462352418119455,-83.5035136969791,"(31.597921, -83.3387281)","(31.3262629, -83.666682)",21699.60009571511
"Towns, Georgia",34.89196466988337,-83.7471217912915,"(34.992492, -83.5468829)","(34.79052, -83.9460679)",21423.921415679724
"Treutlen, Georgia",32.40344528290852,-82.56602947965175,"(32.512507, -82.3819401)","(32.293595, -82.74874179999999)",21115.074568212447
"Troup, Georgia",33.045942024675156,-85.05020862764262,"(33.2246931, -84.86147009999999)","(32.8666469, -85.23651790000001)",26517.447182494194
"Union, Georgia",34.814489997689385,-83.98094727435777,"(34.987545, -83.780401)","(34.6408199, -84.179047)",26543.423084191658
"Upson, Georgia",32.84751981530708,-84.32945045388264,"(33.00415, -84.122246)","(32.6900181, -84.534397)",26025.5999991743
"Ware, Georgia",31.018069874652554,-82.42169001330515,"(31.4693811, -82.13169789999999)","(30.5684811, -82.70105)",57157.457159153106
"Warren, Georgia",33.43299551801875,-82.62674287833748,"(33.611437, -82.3838289)","(33.2534399, -82.86660479999999)",30015.83302698887
"Washington, Georgia",33.73125893948492,-82.74844652160812,"(33.7568209, -82.7132029)","(33.705673, -82.783627)",4324.769909349975
"Wayne, Georgia",31.578692092606715,-81.88251435957756,"(31.829308, -81.61201)","(31.327101, -82.147948)",37812.05472314718
"Webster, Georgia",32.07610837607559,-84.54421804542068,"(32.2331031, -84.43121409999999)","(31.919167, -84.6558199)",20413.577342813776
"Wheeler, Georgia",32.11485968627134,-82.74118216510492,"(32.310324, -82.53918379999999)","(31.9188829, -82.94024209999999)",28852.34352366654
"White, Georgia",34.28181260786893,-84.74641095023786,"(34.293214, -84.735781)","(34.2704101, -84.757032)",1599.200210654424
"Wilkes, Georgia",33.794312695640954,-82.73518101009016,"(33.9914019, -82.479518)","(33.596071, -82.98728589999999)",32205.37271275876
"Wilkinson, Georgia",32.79689039340311,-83.17784025880027,"(33.0087909, -82.945098)","(32.584201, -83.4069899)",32037.256706816264
"Maui, Hawaii",20.80356952178713,-156.3384529518354,"(21.031413, -155.9790421)","(20.5745785, -156.6969233)",45139.0004175204
"Hawaii, Hawaii",24.121532635482616,-167.07216885729568,"(28.517269, -154.7557919)","(18.86546, -178.4435931)",1321739.9701159669
"Kauai, Hawaii",22.052093954153374,-159.54044756167858,"(22.2354362, -159.2922528)","(21.8682401, -159.78803)",32686.856414700702
"Ada, Idaho",43.460501102719405,-116.24685556396095,"(43.8074699, -115.974239)","(43.112238, -116.514055)",44385.52677576875
"Bannock, Idaho",42.6413081939207,-112.3181971329093,"(43.022379, -111.8754279)","(42.256571, -112.752244)",55701.459507494874
"Boise, Idaho",43.60096301817713,-116.23416777509394,"(43.6898951, -116.1019091)","(43.511717, -116.3658869)",14546.25492046027
"Bonneville, Idaho",43.328006561967115,-111.78655872908458,"(43.627271, -111.043937)","(43.019284, -112.5204911)",68830.26423356192
"Canyon, Idaho",43.58596585528843,-116.75519537857446,"(43.880237, -116.473393)","(43.2902529, -117.032578)",39805.026258744176
"Franklin, Idaho",42.01871244215771,-111.80326859471333,"(42.0265481, -111.7909959)","(42.0108739, -111.8155369)",1338.1735284544013
Gem CountyIdaho,44.156339691010864,-116.43528045043618,"(44.504452, -116.1521711)","(43.8068558, -116.712757)",44790.21726087023
"Jefferson, Idaho",43.843176298993676,-112.16404959036358,"(44.058454, -111.626138)","(43.6230109, -112.697408)",49444.79474481988
"Jerome, Idaho",42.71360788908718,-114.51525302283596,"(42.74663700000001, -114.4923261)","(42.68056989999999, -114.538134)",4121.649611635386
"Nez Perce, Idaho",46.234492265413614,-116.24354218899154,"(46.2425934, -116.2297124)","(46.226388, -116.2573667)",1395.9927385021942
"Owyhee, Idaho",42.84779078395385,-116.05275103681876,"(43.6808629, -115.0373099)","(41.99601089999999, -117.027014)",124020.98827246735
"Twin Falls, Idaho",42.561379219704904,-114.45542870010354,"(42.606421, -114.4014729)","(42.5162819, -114.509264)",6682.3738043597195
"Adams, Idaho",44.85743427252338,-116.4990608149586,"(45.268127, -116.089308)","(44.443849, -116.8997111)",55898.447540452646
"Bear Lake, Idaho",41.9844094384865,-111.33245734689288,"(42.1227387, -111.2534143)","(41.8460057, -111.4107665)",16700.072581705146
"Benewah, Idaho",47.21934564366029,-116.68614244754633,"(47.4146609, -116.3289599)","(47.022039, -117.040019)",34673.82008133159
"Bingham, Idaho",43.24944631014534,-112.30381363893581,"(43.626786, -111.5877949)","(42.86301599999999, -113.0079951)",71651.40398149428
"Blaine, Idaho",43.31353246874462,-114.0181345417467,"(43.992978, -113.0072819)","(42.6158749, -114.996569)",111261.31023900233
"Caribou, Idaho",42.72191994804691,-111.60032084125817,"(43.0223839, -111.043495)","(42.415818, -112.1498069)",56495.90875620857
"Cassia, Idaho",42.34174237673956,-113.64840254520168,"(42.6878869, -113.000728)","(41.9880051, -114.286683)",65771.38635748629
Clearwater CountyIdaho,46.60673118058542,-115.53143141474102,"(46.934605, -114.5947141)","(46.265718, -116.4558931)",80526.35160249479
Custer CountyIdaho,44.23272448462753,-114.32829001383617,"(44.8791219, -113.320672)","(43.568818, -115.305042)",107698.98741553751
"Elmore, Idaho",43.43708571617842,-115.63093336789892,"(44.09868489999999, -114.9712581)","(42.7677099, -116.267466)",90690.14945452374
"Fremont, Idaho",44.32193765183649,-111.60804197000273,"(44.7551359, -111.0470441)","(43.883206, -112.1563701)",65614.00348010026
"Gooding, Idaho",42.93463551022561,-114.71285435304806,"(42.94948489999999, -114.698062)","(42.919782, -114.727635)",2044.2434619503024
"Idaho, Idaho",45.57344212659596,-114.46190513907561,"(49.0011461, -111.043495)","(41.9880051, -117.243027)",460425.36694476026
"Latah, Idaho",46.837326172793325,-116.68741812585965,"(47.1307829, -116.3292789)","(46.541785, -117.0399782)",42505.306731815
"Lewis, Idaho",46.2314340585676,-116.3652668387239,"(46.46924509999999, -116.012665)","(45.99157700000001, -116.7137239)",37900.86940804221
"Madison, Idaho",43.77681829705078,-111.69204980680323,"(43.9302129, -111.398713)","(43.621905, -111.9833851)",29116.502838768643
"Minidoka, Idaho",42.75298140071094,-113.4941843876481,"(42.75689209999999, -113.4819168)","(42.7490682, -113.5064505)",1094.270996538882
"Oneida, Idaho",42.25181367834586,-112.53818196648592,"(42.5030461, -112.0705421)","(41.9965679, -113.000834)",47616.77707393163
"Payette, Idaho",44.077375307435126,-116.92652081632059,"(44.100108, -116.898052)","(44.054628, -116.9549579)",3402.8044549696106
"Power, Idaho",42.72102189563232,-112.81612679399586,"(43.111109, -112.3795311)","(42.3273839, -113.243846)",56113.81680065149
"Teton, Idaho",43.88709381499972,-111.6682201101558,"(43.8907, -111.658374)","(43.883486, -111.6780649)",886.8953577477214
"Valley, Idaho",44.68874120631626,-115.4634707964253,"(45.219699, -114.694126)","(44.147641, -116.213049)",84728.29725668952
"Washington, Idaho",44.49780364116813,-116.77520307842569,"(44.840609, -116.2995519)","(44.1510659, -117.243027)",53638.09570677735
"Alexander, Illinois",37.15307649956395,-89.32756311736287,"(37.3352749, -89.134272)","(36.970298, -89.51847579999999)",26514.176748191076
"Bond, Illinois",38.884800453552124,-89.4457231834893,"(39.028366, -89.2503639)","(38.7405399, -89.63929209999999)",23254.302455550755
"Boone, Illinois",42.32366858569948,-88.82383868797668,"(42.495051, -88.70518589999999)","(42.1523429, -88.940997)",21396.72262898523
"Champaign, Illinois",40.11465144959818,-88.27720967566022,"(40.1670741, -88.2210401)","(40.062188, -88.333179)",7536.226806562127
"Clinton, Illinois",40.149071920110444,-88.96667941046513,"(40.165867, -88.936396)","(40.132259, -88.996932)",3183.4804215098793
"Cook, Illinois",41.8148312394425,-87.69354974170227,"(42.1543239, -87.1111619)","(41.46953389999999, -88.2634779)",61247.08789427819
"DeKalb, Illinois",41.92819547172578,-88.74638063604343,"(41.971772, -88.694661)","(41.8845818, -88.79795)",6466.612953392521
"DuPage, Illinois",41.839874542344546,-88.08962785715096,"(41.994029, -87.91425690000001)","(41.68533, -88.26317809999999)",22468.370633292565
"Ford, Illinois",40.69836917042591,-88.19859220653434,"(40.9977609, -87.931631)","(40.3984779, -88.459957)",40152.37477582879
"Grundy, Illinois",41.285873418845625,-88.41951856597838,"(41.463111, -88.240906)","(41.108298, -88.59595990000001)",24713.103304308068
"Henry, Illinois",41.1178260982413,-89.35952821952958,"(41.1317809, -89.341143)","(41.1038658, -89.37789680000002)",2187.5740254591055
"Jackson, Illinois",37.75932482522185,-89.41741394097869,"(37.95531, -89.1505789)","(37.561982, -89.680919)",32009.478209303557
"Jersey, Illinois",39.09324625825947,-90.37593189051069,"(39.262124, -90.145842)","(38.923395, -90.60356879999999)",27327.641266841616
"Kane, Illinois",41.93703873291155,-88.42163747807106,"(42.15435189999999, -88.23787809999999)","(41.719563, -88.60257200000001)",28532.316598970174
"Kankakee, Illinois",41.096033837471595,-87.87154589601275,"(41.145008, -87.82133979999999)","(41.047032, -87.92158289999999)",6881.821713604694
"Kendall, Illinois",41.5910825786283,-88.42863060599225,"(41.7246519, -88.252099)","(41.4570341, -88.6036199)",20887.39353247555
"Lake, Illinois",42.32585104076232,-87.61260399330996,"(42.49563699999999, -87.01993499999999)","(42.149409, -88.1997628)",52304.51642129283
"Macon, Illinois",39.70720734582351,-88.99489424694619,"(39.7165409, -88.982269)","(39.697871, -89.0075119)",1498.669639058252
"Macoupin, Illinois",39.26109509775328,-89.9281711398908,"(39.5233688, -89.6983829)","(38.998349, -90.1537499)",35209.879787534606
"Madison, Illinois",38.71682961412367,-90.14420024245892,"(38.7950059, -90.0770759)","(38.6386118, -90.210955)",10457.445905748657
"Marshall, Illinois",39.40341100677127,-87.68795371905998,"(39.435034, -87.6612509)","(39.3717839, -87.7145961)",4196.890207416632
"McHenry, Illinois",42.33576336337651,-88.29196140198846,"(42.372085, -88.238196)","(42.2993949, -88.345601)",5991.715732428151
"McLean, Illinois",40.31460884319141,-89.169407007945,"(40.3199659, -89.159801)","(40.30925, -89.1790099)",1010.1959217571917
"Menard, Illinois",37.917679485315254,-89.8406535309439,"(37.9264093, -89.8280676)","(37.9089465, -89.8532326)",1470.8868040114467
"Peoria, Illinois",40.748049384838446,-89.62265006724103,"(40.844136, -89.5464949)","(40.651938, -89.69828100000001)",12456.504683968145
"Piatt, Illinois",40.036596957162,-88.60467437036397,"(40.281935, -88.4604179)","(39.79158, -88.7462259)",29885.718468596733
"Rock Island, Illinois",41.46516132756116,-90.59257548282898,"(41.51533209999999, -90.5315339)","(41.414933, -90.6534173)",7552.035016162022
"Sangamon, Illinois",39.75087804027161,-89.60862621847933,"(39.9767359, -89.2173739)","(39.522052, -89.994524)",41827.86508448027
"Stark, Illinois",41.10434222230521,-89.8127822389816,"(41.234483, -89.638429)","(40.973701, -89.985677)",20566.35680662238
"Saint Clair, Illinois",38.440759569692844,-89.98680727843218,"(38.6606498, -89.7032468)","(38.2194181, -90.26637079999999)",34739.21596795618
"Vermilion, Illinois",39.58000660801315,-87.58780321514355,"(39.58622200000001, -87.579359)","(39.57379, -87.596244)",1001.2391681068725
"Will, Illinois",41.466333198655825,-87.8965460743842,"(41.72893, -87.52530209999999)","(41.2015529, -88.2614679)",42527.29473324
"Williamson, Illinois",38.987175321271906,-89.76441223188435,"(38.9984899, -89.7548668)","(38.97586, -89.77395)",1503.8769491977378
"Winnebago, Illinois",42.268490372898995,-89.23828195234364,"(42.2814938, -89.22501899999999)","(42.255485, -89.25153309999999)",1812.0040110504974
Woodford CountyIllinois,40.76210036098439,-89.24819425361632,"(40.9278051, -88.9293309)","(40.594451, -89.5638939)",32583.92420967574
Adams CountyIllinois,39.97947998160142,-91.21461878085222,"(40.200486, -90.911969)","(39.75683, -91.5130789)",35614.246470731894
"Brown, Illinois",39.97292824087181,-90.71449474613809,"(40.105768, -90.510442)","(39.8393019, -90.916884)",22821.837169976006
"Bureau, Illinois",41.36804270304192,-89.51544880444689,"(41.585383, -89.1637049)","(41.14850999999999, -89.86244099999999)",38024.1257308178
"Carroll, Illinois",42.064967185817515,-90.00228726447392,"(42.1991119, -89.684944)","(41.928917, -90.3172021)",30173.373711987864
"Cass, Illinois",39.99966344406057,-90.28999699730431,"(40.125292, -89.994405)","(39.87224700000001, -90.583534)",28819.518862055036
"Clark, Illinois",39.322939876086515,-87.77405897291828,"(39.4873921, -87.53135490000001)","(39.1574269, -88.0142049)",27754.9522949125
"Clay, Illinois",38.75777348121167,-88.47473077117041,"(38.91530300000001, -88.2487319)","(38.599301, -88.6984569)",26284.207394513407
"Coles, Illinois",39.53041087622234,-88.21743064271928,"(39.6859279, -87.96029589999999)","(39.373638, -88.472073)",28031.78183434813
"Crawford, Illinois",39.014453054799375,-87.73245284515995,"(39.17922009999999, -87.5121301)","(38.8488569, -87.95040379999999)",26417.21661600233
"Cumberland, Illinois",39.27547996445186,-88.24018711547215,"(39.3789711, -88.00776700000002)","(39.17087, -88.471214)",23100.690641088233
"Douglas, Illinois",39.76664833803446,-88.20604996361637,"(39.880229, -87.936988)","(39.6515879, -88.4733559)",26261.411847846404
"Edgar, Illinois",39.68013138157511,-87.75174073349206,"(39.88299200000001, -87.53164)","(39.476646, -87.968809)",29373.91750768043
"Effingham, Illinois",39.1185653767612,-88.55389627812778,"(39.167887, -88.504549)","(39.069214, -88.603076)",6941.338101614444
"Fayette, Illinois",38.97775829054442,-88.97771979342383,"(39.21791109999999, -88.693531)","(38.7363299, -89.2574001)",36265.70214307585
"Franklin, Illinois",39.62375878991052,-90.04708823973525,"(39.63236200000001, -90.035196)","(39.615153, -90.05897399999999)",1398.163073298896
"Fulton, Illinois",41.860921893979,-90.15649369687083,"(41.882073, -90.14294509999999)","(41.839772, -90.17002079999999)",2604.6440770207696
"Gallatin, Illinois",37.74473089015668,-88.20165995127968,"(37.9160229, -88.025921)","(37.573025, -88.37533189999999)",24511.61921351072
"Greene, Illinois",39.32016337302381,-90.38674833329456,"(39.5218031, -90.1480689)","(39.1175919, -90.6222899)",30390.545197316223
"Hancock, Illinois",40.41695414514257,-91.20786183390791,"(40.639202, -90.9042159)","(40.193086, -91.5072689)",35651.597250408806
"Hardin, Illinois",39.16449833331647,-90.62418617690166,"(39.1836289, -90.606506)","(39.14536409999999, -90.641843)",2616.2864743249957
"Iroquois, Illinois",40.82607355144951,-87.58407078565783,"(40.83477, -87.576904)","(40.8173769, -87.5912331)",1139.3471419506952
"Jasper, Illinois",39.01125634563588,-88.1550317525024,"(39.174898, -87.945031)","(38.8468771, -88.36277899999999)",25692.56736770066
"Jefferson, Illinois",38.300799002291015,-88.92565252620022,"(38.47694, -88.698961)","(38.123748, -89.14975109999999)",27830.58378800203
"Jo Daviess, Illinois",42.35223736289837,-90.28971135017251,"(42.5083379, -89.91960309999999)","(42.19357189999999, -90.65652700000001)",35046.473169442674
"Knox, Illinois",40.93255364574494,-90.21613623942001,"(41.152156, -89.98452200000001)","(40.712257, -90.4443369)",31209.29717982328
"LaPorte, Indiana",41.601420193490654,-86.71458610389922,"(41.6392558, -86.67363)","(41.5635658, -86.7554359)",5413.848971811999
"Lee, Illinois",41.795666158513235,-88.94338285585542,"(41.8029084, -88.9351269)","(41.788423, -88.9516348)",1057.2878263779512
"Livingston, Illinois",38.967521577264584,-89.76411859045886,"(38.97598, -89.754764)","(38.9590618, -89.7734679)",1240.5397556943162
"Logan, Illinois",40.12152069181766,-89.3752349719683,"(40.325344, -89.14347500000001)","(39.916918, -89.603855)",30022.39742934964
"Marion, Illinois",37.67223568336479,-88.91578115879824,"(37.7679551, -88.8090479)","(37.5763339, -89.021829)",14192.277744812116
"Mason, Illinois",38.952651809948904,-88.62615521175502,"(38.9608889, -88.6162081)","(38.9444131, -88.6360969)",1256.8200284579284
"Massac, Illinois",37.20177282185519,-88.71053214334695,"(37.3370898, -88.49010000000001)","(37.065434, -88.9291289)",24653.58915366649
"McDonough, Illinois",40.45822550873843,-90.67898344095808,"(40.6392011, -90.445506)","(40.27633489999999, -90.90975600000002)",28195.709836965267
"Montgomery, Illinois",41.72204774946214,-88.35505863771324,"(41.74489, -88.28118800000001)","(41.699099, -88.42883909999999)",6648.787052982558
"Morgan, Illinois",39.699478627079166,-90.26328880705152,"(39.87675, -89.9239549)","(39.51989289999999, -90.599105)",35103.48507965793
"Ogle, Illinois",42.04645940754492,-89.31542336114981,"(42.204246, -88.93893489999999)","(41.88600100000001, -89.688486)",35725.46853124077
"Perry, Illinois",39.78210236652789,-90.74607845035092,"(39.786248, -90.73693279999999)","(39.777955, -90.75522199999999)",908.6472028592759
"Pike, Illinois",39.622012497730395,-90.97056516545565,"(39.845075, -90.565737)","(39.3956691, -91.37010190000001)",42634.84276226328
"Putnam, Illinois",41.183472569319704,-89.39633070115397,"(41.1893116, -89.3890026)","(41.1776327, -89.403656)",893.5902719215607
"Randolph, Illinois",38.01408040566845,-89.90154548465239,"(38.22312489999999, -89.59239500000001)","(37.80314, -90.2066849)",35683.90323715066
"Richland, Illinois",38.70998510955112,-88.1036391010872,"(38.85024689999999, -87.9081099)","(38.569033, -88.29739909999999)",23045.918442586633
"Saline, Illinois",37.75363292286135,-88.54208145348797,"(37.9077499, -88.3737721)","(37.599087, -88.7086379)",22630.840708162115
"Schuyler, Illinois",40.13292064267905,-90.55808234437913,"(40.2843941, -90.199556)","(39.9788299, -90.9136159)",34849.90561823741
"Scott, Illinois",39.655405687947884,-90.47413672414542,"(39.7900961, -90.3006658)","(39.5201919, -90.646112)",21091.41769995711
"Shelby, Illinois",39.43569680981602,-88.80756398427211,"(39.6543629, -88.47042789999999)","(39.2149151, -89.1400749)",37804.888226451396
"Stephenson, Illinois",42.35146162618439,-89.66271272173881,"(42.50582, -89.39624889999999)","(42.195858, -89.9266409)",27835.80223774088
"Union, Illinois",42.23333181030026,-88.5431444396561,"(42.240761, -88.535541)","(42.225902, -88.550744)",1036.762712537912
"Wabash, Illinois",38.40345112769757,-87.81966890149577,"(38.5702059, -87.645118)","(38.236297, -87.9922259)",23970.380685580865
"Washington, Illinois",40.705132434026694,-89.43076719025221,"(40.7352459, -89.377488)","(40.674965, -89.483949)",5607.738285689743
"White, Illinois",38.07439897540445,-88.14408252417873,"(38.2598119, -87.910623)","(37.888051, -88.3746939)",29019.39799020155
"Whiteside, Illinois",41.75844095152637,-89.9401691581513,"(41.9316659, -89.62915199999999)","(41.583455, -90.247918)",32208.562938188836
"Allen, Indiana",41.094430530133,-85.07230385505602,"(41.2712729, -84.802922)","(40.9164308, -85.33855199999999)",29942.498981545352
"Bartholomew, Indiana",39.19337558984604,-85.88613589975931,"(39.3502669, -85.68455209999999)","(39.035858, -86.085601)",24616.95692366488
"Clark, Indiana",38.43777594785638,-85.70664686779301,"(38.6067411, -85.4154719)","(38.2671719, -85.994681)",31568.27989811657
"Delaware, Indiana",40.22816743899604,-85.3975928138032,"(40.379524, -85.21438599999999)","(40.07636189999999, -85.578919)",22913.987526573696
"Johnson, Indiana",39.49012740331532,-86.10200937451623,"(39.638345, -85.95077800000001)","(39.3416719, -86.25168389999999)",20968.92362714856
"Lake, Indiana",41.461181579445814,-87.37459231672207,"(41.760889, -87.21879109999999)","(41.1621979, -87.5267678)",35730.782031122326
"Madison, Indiana",38.75410189987437,-85.40700520415453,"(38.789545, -85.3636159)","(38.7186309, -85.45029)",5449.687899862899
"Monroe, Indiana",40.74503002473883,-84.94035403565188,"(40.7523191, -84.9294039)","(40.737739, -84.9512989)",1228.9928253048286
"Shelby, Indiana",39.52331695362828,-85.79212952541661,"(39.6990679, -85.629071)","(39.347377, -85.953165)",24017.524088426166
"Saint Joseph, Indiana",41.59717091974367,-86.29432282982943,"(41.7606971, -86.05944009999999)","(41.4327921, -86.5266819)",26690.36089444116
"Tippecanoe, Indiana",41.2093411906949,-86.1143622188502,"(41.2169699, -86.1028469)","(41.20171029999999, -86.1258718)",1284.680566582889
"Vanderburgh, Indiana",37.99710157001274,-87.57585258900174,"(38.168419, -87.449411)","(37.825789, -87.7006969)",22015.06024467562
"Clinton, Indiana",39.663071267676976,-87.41317941488553,"(39.689107, -87.3938649)","(39.6370358, -87.432457)",3331.9944376170074
"Crawford, Indiana",38.264559209025315,-86.46463131265354,"(38.4229629, -86.24555509999999)","(38.105315, -86.6814239)",25999.30341249291
"Daviess, Indiana",38.69743008907909,-87.09314694716006,"(38.904196, -86.90412289999999)","(38.49037, -87.279415)",28222.06257675672
"DeKalb, Indiana",41.39755683774879,-84.99970506372678,"(41.5302979, -84.8035879)","(41.2642219, -85.19409999999999)",22040.488432881037
"Franklin, Indiana",39.501268606550205,-86.0483449800172,"(39.542448, -86.002754)","(39.46006300000001, -86.093807)",6022.528716290821
"Grant, Indiana",40.51639061311669,-85.65550669532573,"(40.65366710000001, -85.4443299)","(40.3783671, -85.86479109999999)",23494.988621152635
Greene CountyIndiana,39.03790662731496,-86.96270925563556,"(39.171773, -86.682091)","(38.902434, -87.24106309999999)",28461.261661235505
"Huntington, Indiana",40.88186285482378,-85.49021921825727,"(40.9124369, -85.4412791)","(40.8512481, -85.539062)",5341.8455721886485
"Jackson, Indiana",38.898760760412756,-86.05815632297268,"(39.0712538, -85.795233)","(38.725026, -86.3181331)",29760.137503041784
"Jennings, Indiana",39.001423010411855,-85.62111272927757,"(39.195617, -85.4399049)","(38.8069859, -85.7998339)",26655.388117956692
"LaGrange, Indiana",41.650996059541086,-85.41514752901998,"(41.670389, -85.4026219)","(41.6316051, -85.427655)",2393.26216592228
"Lawrence, Indiana",39.87042706782429,-85.99686840878634,"(39.913041, -85.93806690000001)","(39.82775700000001, -86.055504)",6905.095775209061
"Miami, Indiana",40.780849550988,-86.0176272665755,"(40.999195, -85.863641)","(40.562649, -86.1691439)",27501.90780174003
"Noble, Indiana",41.395683009284504,-85.42440594397698,"(41.526623, -85.192094)","(41.2638089, -85.654766)",24252.521808420894
"Starke, Indiana",41.30265982534759,-86.69917857927345,"(41.43302389999999, -86.46627090000001)","(41.1713308, -86.93016999999999)",24276.35617292796
"Wayne, Indiana",41.058245759106555,-85.16666889531565,"(41.114448, -85.0872689)","(41.001947, -85.2457721)",9136.058120916487
"Benton, Iowa",40.70636136792091,-94.35968775791073,"(40.7156385, -94.34822989999999)","(40.6970819, -94.371139)",1413.7744225779566
"Black Hawk, Iowa",42.470388806036425,-92.31069813271542,"(42.6427519, -92.06409579999999)","(42.297001, -92.554655)",27870.227488143122
"Dallas, Iowa",41.22636318628242,-93.24052230516803,"(41.237571, -93.2321609)","(41.215155, -93.24887700000001)",1428.5503363076673
"Dubuque, Iowa",42.498101188986745,-90.71381463381363,"(42.5582529, -90.636727)","(42.437858, -90.7906019)",9206.673315102276
"Grundy, Iowa",42.38356339124071,-92.78164243895516,"(42.5568101, -92.5335099)","(42.20926679999999, -93.02711579999999)",28049.205197100375
"Guthrie, Iowa",41.6840154745735,-94.49448817716406,"(41.863313, -94.241356)","(41.5035699, -94.74487599999999)",28974.63762790784
"Harrison, Iowa",41.68671615363941,-95.82001172588937,"(41.8663078, -95.497793)","(41.5051349, -96.1390119)",33399.81121013164
"Johnson, Iowa",41.64301315453677,-91.60175242379148,"(41.8620911, -91.36589690000001)","(41.423178, -91.8341849)",31255.027225201153
"Linn, Iowa",42.07982872884956,-91.60098898415565,"(42.2990628, -91.3632629)","(41.859836, -91.835262)",31283.109016079332
"Madison, Iowa",41.334672947790686,-94.01670892060444,"(41.5119159, -93.7891959)","(41.156535, -94.24171799999999)",27371.777832232106
"Mills, Iowa",41.03151083835664,-95.6346296447671,"(41.160733, -95.38417)","(40.901045, -95.8833459)",25469.684856162512
"Plymouth, Iowa",43.24636003225765,-93.12326359227372,"(43.252722, -93.11819)","(43.2399979, -93.1283349)",818.1271119997718
"Polk, Iowa",41.67312706166665,-93.57355357493421,"(41.8634689, -93.328407)","(41.48177, -93.8157839)",29367.55272054756
